"nuprocesso";"deassunto";"devara";"dtcoleta";"declasse"
"00004522720188172460";DIREITO PROCESSUAL CIVIL E DO TRABALHO;VARA UNICA DA COMARCA DE CARNAIBA;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00340597420188178201";DIREITO CIVIL;"17O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00451278420198178201";DIREITO CIVIL;"13O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00011803620188178226";DIREITO CIVIL;"1O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00052182820178178226";DIREITO CIVIL;"2O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00013775420198178226";DIREITO DO CONSUMIDOR;"1O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00003741620188178221";DIREITO PROCESSUAL CIVIL E DO TRABALHO;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DO CABO DE SANTO AGOSTINHO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00512803620198178201";DIREITO CIVIL;"13O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00080376020188173130";DIREITO CIVIL;"2A VARA CIVEL DA COMARCA DE PETROLINA";2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00001705720198172620";DIREITO CIVIL;VARA UNICA DA COMARCA DE FLORESTA;2020-01-11 00:00:00;OUTROS PROCEDIMENTOS DE JURISDICAO VOLUNTARIA (1294)
"00539060920168172001";DIREITO PROCESSUAL CIVIL E DO TRABALHO;SECAO B DA 31A VARA CIVEL DA CAPITAL;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00024987020178178232";DIREITO PROCESSUAL CIVIL E DO TRABALHO;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00397259020178178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"14O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00320937620188178201";DIREITO DO CONSUMIDOR;"24O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00001077920168178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00016925320178178226";DIREITO DO CONSUMIDOR;"1O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00092793620198178201";DIREITO DO CONSUMIDOR;"24O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00063041220178178201";DIREITO CIVIL;"5O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00004200620178178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00352886920188178201";DIREITO CIVIL;"16O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00043836520188173130";DIREITO ADMINISTRATIVO E OUTRAS MATERIAS DE DIREITO PUBLICO;"3A VARA CIVEL DA COMARCA DE PETROLINA";2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00054709020178173130";DIREITO CIVIL;"2A VARA CIVEL DA COMARCA DE PETROLINA";2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00366801020198178201";DIREITO DO CONSUMIDOR;"17O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00002834220178178226";DIREITO DO CONSUMIDOR;"2O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00002605920198173010";DIREITO CIVIL;VARA UNICA DA COMARCA DE OROCO;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00010718520198178226";DIREITO CIVIL;"2O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00521793420198178201";DIREITO DO CONSUMIDOR;"13O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00463788420178172001";DIREITO CIVIL;SECAO B DA 1A VARA DE EXECUCAO DE TITULOS EXTRAJUDICIAIS DA CAPITAL;2020-01-11 00:00:00;EXECUCAO DE TITULO EXTRAJUDICIAL (159)
"00031808420188178201";DIREITO DO CONSUMIDOR;"4O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00006929620188178221";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DO CABO DE SANTO AGOSTINHO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00431364420178178201";DIREITO DO CONSUMIDOR;"12O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00004568320138178201";DIREITO CIVIL;"12O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00007279520198178229";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PALMARES;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00017001720148178232";DIREITO DO CONSUMIDOR;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;CUMPRIMENTO DE SENTENCA (156)
"00513938720198178201";DIREITO DO CONSUMIDOR;"11O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00075870220198178201";DIREITO CIVIL;"18O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00131082520198178201";DIREITO DO CONSUMIDOR;"16O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00264426320188178201";DIREITO CIVIL;"13O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00005590520198178226";DIREITO CIVIL;"2O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00195329320188172001";DIREITO ADMINISTRATIVO E OUTRAS MATERIAS DE DIREITO PUBLICO;SECAO A DA 29A VARA CIVEL DA CAPITAL;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00000562120188172890";DIREITO DO CONSUMIDOR;VARA UNICA DA COMARCA DE LAGOA DOS GATOS;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00006427820198173260";DIREITO CIVIL;VARA UNICA DA COMARCA DE SANTA MARIA DA BOA VISTA;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00223738520188178201";DIREITO CIVIL;"11O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00031652220188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00258277320188178201";DIREITO CIVIL;"5O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00000306520198178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00000784520198172890";DIREITO CIVIL;VARA UNICA DA COMARCA DE LAGOA DOS GATOS;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00013551220188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00061927220198178201";DIREITO CIVIL;"17O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00003544720188172620";DIREITO PROCESSUAL CIVIL E DO TRABALHO;VARA UNICA DA COMARCA DE FLORESTA;2020-01-11 00:00:00;TUTELA CAUTELAR ANTECEDENTE (12134)
"00020202820188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00007936720198173220";DIREITO CIVIL;"1A VARA CIVEL DA COMARCA DE SALGUEIRO";2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00017982220198178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"17O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00003700920198178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00508188420168178201";DIREITO DO CONSUMIDOR;"5O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00001004620198173200";DIREITO CIVIL;VARA UNICA DA COMARCA DE RIO FORMOSO;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00241400820168172001";DIREITO DO CONSUMIDOR;SECAO B DA 3A VARA CIVEL DA CAPITAL;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00031437920188178226";DIREITO DO CONSUMIDOR;"2O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00325419320168172001";DIREITO DO CONSUMIDOR;SECAO B DA 9A VARA CIVEL DA CAPITAL;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00338596720188178201";DIREITO DO CONSUMIDOR;"7O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00433619320198178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"13O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00303178020198172001";DIREITO DO CONSUMIDOR;CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA DO RECIFE;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00010948720168172001";DIREITO DO CONSUMIDOR;SECAO B DA 13A VARA CIVEL DA CAPITAL;2020-01-11 00:00:00;PROTESTO (191)
"00285259120198172001";DIREITO DO CONSUMIDOR;SECAO A DA 29A VARA CIVEL DA CAPITAL;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00364039120198178201";DIREITO CIVIL;"11O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00027121120198178226";DIREITO CIVIL;"2O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00060017920178173130";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"3A VARA CIVEL DA COMARCA DE PETROLINA";2020-01-11 00:00:00;TUTELA ANTECIPADA ANTECEDENTE (12135)
"00026012720198178226";DIREITO CIVIL;"1O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00026958820188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00001215920198173220";DIREITO DO CONSUMIDOR;"1A VARA CIVEL DA COMARCA DE SALGUEIRO";2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00013017920188172110";DIREITO CIVIL;"2A VARA CIVEL DA COMARCA DE AFOGADOS DA INGAZEIRA";2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00027824420188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00002384520198178201";DIREITO DO CONSUMIDOR;"3O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00346032820198178201";DIREITO CIVIL;"10O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00034339420188178226";DIREITO DO CONSUMIDOR;"2O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00089598320198178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"12O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00027872120178178226";DIREITO DO CONSUMIDOR;"1O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00026932120188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00006029620198173260";DIREITO CIVIL;VARA UNICA DA COMARCA DE SANTA MARIA DA BOA VISTA;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00056741220168178226";DIREITO DO CONSUMIDOR;"2O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00031790620188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00201217520198178201";DIREITO CIVIL;"10O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00042367320178173130";DIREITO CIVIL;"5A VARA CIVEL DA COMARCA DE PETROLINA";2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00016371620198178232";DIREITO DO CONSUMIDOR;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00412556120198178201";DIREITO CIVIL;"11O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00017336520188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00032984820198178226";DIREITO CIVIL;"1O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00088034220178172001";DIREITO CIVIL;SECAO A DA 8A VARA CIVEL DA CAPITAL;2020-01-11 00:00:00;PETICAO CIVEL (241)
"00020953320198178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"01255371320168172001";DIREITO DO CONSUMIDOR;SECAO A DA 29A VARA CIVEL DA CAPITAL;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00023457120168178232";DIREITO DO CONSUMIDOR;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00321489020198178201";DIREITO CIVIL;"4O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00040822520198178226";DIREITO DO CONSUMIDOR;"2O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00005401420198178221";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DO CABO DE SANTO AGOSTINHO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00004564720188178221";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DO CABO DE SANTO AGOSTINHO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00357058520198178201";DIREITO CIVIL;"7O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00036399020168172370";DIREITO CIVIL;"4A VARA CIVEL DA COMARCA DO CABO DE SANTO AGOSTINHO";2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00489749420198178201";DIREITO DO CONSUMIDOR;"7O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00024624620178178226";DIREITO CIVIL;"2O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00046431120198173130";DIREITO CIVIL;"1A VARA CIVEL DA COMARCA DE PETROLINA";2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00030742920188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00468854520178172001";DIREITO CIVIL;SECAO B DA 15A VARA CIVEL DA CAPITAL;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00031938720188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00023802620198178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00199947420188178201";DIREITO CIVIL;"4O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00153263620138178201";DIREITO DO CONSUMIDOR;"24O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00131905620198178201";DIREITO DO CONSUMIDOR;"16O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00292698620198172001";DIREITO PROCESSUAL CIVIL E DO TRABALHO;SECAO B DA 5A VARA CIVEL DA CAPITAL;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00060203320198178201";DIREITO CIVIL;"7O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00045093420188178201";DIREITO DO CONSUMIDOR;"4O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00011727420188172110";DIREITO CIVIL;"1A VARA CIVEL DA COMARCA DE AFOGADOS DA INGAZEIRA";2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00010311720198172370";DIREITO CIVIL;"4A VARA CIVEL DA COMARCA DO CABO DE SANTO AGOSTINHO";2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00749513520178172001";DIREITO DO CONSUMIDOR;SECAO B DA 4A VARA CIVEL DA CAPITAL;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00000617520178173020";DIREITO CIVIL;"1A VARA DA COMARCA DE OURICURI";2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00026951220198173590";DIREITO CIVIL;"2A VARA CIVEL DA COMARCA VITORIA SANTO ANTAO";2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00235634920198178201";DIREITO CIVIL;"10O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00022286420178178226";DIREITO DO CONSUMIDOR;"2O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00374260920188178201";DIREITO DO CONSUMIDOR;"7O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"01059425720188172001";DIREITO DO CONSUMIDOR;SECAO A DA 9A VARA CIVEL DA CAPITAL;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00008173020198178221";DIREITO DO CONSUMIDOR;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DO CABO DE SANTO AGOSTINHO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00280114120198172001";DIREITO DO CONSUMIDOR;SECAO B DA 8A VARA CIVEL DA CAPITAL;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00026984320188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00469795620138178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"11O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00000717520198173400";DIREITO ADMINISTRATIVO E OUTRAS MATERIAS DE DIREITO PUBLICO;VARA UNICA DA COMARCA DE SIRINHAEM;2020-01-11 00:00:00;PETICAO CIVEL (241)
"00007255220198178221";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DO CABO DE SANTO AGOSTINHO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
